fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,309,16,284,10,308,16
01003,192,4,181,1,193,4
01005,37,4,28,2,40,5
01007,18,1,18,1,18,1
01009,22,-1,22,-1,21,-1
01011,0,0,0,0,0,0
01013,0,0,0,0,0,0
01015,85,4,79,3,83,4
01017,0,0,0,0,0,0
01019,0,0,0,0,0,0
01021,30,0,30,-1,31,-1
01023,0,0,0,0,0,0
01025,0,0,0,0,0,0
01027,0,0,0,0,0,0
01029,0,0,0,0,0,0
01031,30,1,28,0,28,1
01033,15,0,17,-1,17,0
01035,0,0,0,0,0,0
01037,0,0,0,0,0,0
01039,11,-1,11,-1,11,-1
01041,45,2,46,1,50,3
01043,100,2,94,2,103,3
01045,23,1,22,0,26,1
01047,22,-2,20,-2,20,-2
01049,9,1,11,1,11,1
01051,395,24,355,14,406,23
01053,0,0,0,0,0,0
01055,20,2,18,1,18,2
01057,0,0,0,0,0,0
01059,52,3,53,2,57,4
01061,14,1,14,1,14,1
01063,0,0,0,0,0,0
01065,0,0,0,0,0,0
01067,0,0,0,0,0,0
01069,38,0,41,0,39,0
01071,18,0,19,0,18,0
01073,858,30,783,13,887,36
01075,0,0,0,0,0,0
01077,45,0,41,0,42,1
01079,0,0,0,0,0,0
01081,452,32,370,14,455,34
01083,127,3,122,2,133,4
01085,0,0,0,0,0,0
01087,6,1,2,1,6,1
01089,1026,24,973,6,1037,27
01091,0,0,0,0,0,0
01093,10,1,9,1,9,1
01095,57,2,51,1,58,3
01097,79,-3,69,-4,79,-2
01099,8,1,2,0,6,1
01101,1092,52,998,32,1112,58
01103,62,0,62,0,61,0
01105,0,0,0,0,0,0
01107,0,0,0,0,0,0
01109,219,6,212,3,231,8
01111,0,0,0,0,0,0
01113,54,2,52,1,58,3
01115,147,10,124,3,148,11
01117,461,11,433,4,472,12
01119,1,1,0,0,2,1
01121,0,0,0,0,0,0
01123,0,0,0,0,0,0
01125,132,2,131,2,131,2
01127,24,-4,25,-4,24,-4
