fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,97,2,93,1,93,2
01003,273,8,259,4,283,9
01005,1,-1,1,-1,1,-1
01007,21,0,21,0,21,0
01009,31,-5,30,-5,31,-5
01011,0,0,0,0,0,0
01013,0,0,0,0,0,0
01015,66,-2,73,-1,71,-1
01017,41,1,41,2,44,2
01019,39,1,39,1,39,1
01021,20,0,21,0,20,0
01023,0,0,0,0,0,0
01025,2,0,3,0,1,0
01027,46,2,47,2,50,2
01029,26,1,29,1,27,1
01031,77,1,81,1,80,2
01033,182,4,180,3,184,4
01035,0,0,0,0,0,0
01037,6,1,5,1,5,1
01039,116,5,117,4,124,6
01041,0,0,0,0,0,0
01043,171,5,173,4,175,4
01045,67,0,70,1,69,1
01047,43,0,43,0,46,1
01049,311,14,297,9,314,14
01051,141,2,137,0,148,3
01053,85,1,90,2,84,2
01055,213,-4,214,-4,209,-3
01057,26,1,29,1,26,1
01059,71,0,72,1,70,0
01061,25,1,28,1,27,1
01063,0,0,0,0,0,0
01065,0,0,0,0,0,0
01067,11,-1,14,-1,11,-1
01069,115,0,116,0,119,1
01071,70,-3,72,-2,69,-2
01073,1922,62,1849,41,1972,73
01075,37,-1,36,0,36,0
01077,287,10,275,6,293,12
01079,71,2,71,2,73,3
01081,267,14,252,8,272,12
01083,191,2,193,1,200,3
01085,0,0,0,0,0,0
01087,0,0,0,0,0,0
01089,1045,19,1036,16,1079,29
01091,0,0,0,0,0,0
01093,44,1,41,0,43,1
01095,153,5,140,2,154,4
01097,550,19,523,11,577,20
01099,0,0,0,0,0,0
01101,308,3,313,2,321,2
01103,311,-3,315,-1,314,-1
01105,0,0,0,0,0,0
01107,23,0,23,0,24,0
01109,5,0,8,1,5,0
01111,260,13,248,8,271,14
01113,57,2,54,1,55,2
01115,319,13,288,7,330,15
01117,372,12,360,8,382,16
01119,0,0,0,0,0,0
01121,0,0,0,0,0,0
01123,0,0,0,0,0,0
01125,356,6,347,5,358,7
01127,94,-1,98,0,95,0
01129,0,0,0,0,0,0
01131,0,0,0,0,0,0
01133,41,1,42,1,41,1
02013,0,0,0,0,0,0
02016,0,0,0,0,0,0
02020,264,0,266,-1,269,-1
02050,32,-1,32,-1,34,-1
02060,0,0,0,0,0,0
02068,0,0,0,0,0,0
02070,0,0,0,0,0,0
02090,141,-1,144,-1,142,-1
02100,0,0,0,0,0,0
02105,0,0,0,0,0,0
02110,9,-1,10,-1,9,-1
02122,37,-2,40,-2,36,-2
02130,0,0,0,0,0,0
02150,0,0,0,0,0,0
02158,18,-2,19,-2,15,-2
02164,0,0,0,0,0,0
02170,145,-2,145,-2,146,-2
02180,22,0,24,0,22,0
02185,0,0,0,0,0,0
02188,31,-2,30,-2,31,-2
02195,0,0,0,0,0,0
02198,0,0,0,0,0,0
02220,0,0,0,0,0,0
02230,0,0,0,0,0,0
02240,0,0,0,0,0,0
02261,0,0,0,0,0,0
02275,0,0,0,0,0,0
02282,0,0,0,0,0,0
02290,0,0,0,0,0,0
04001,857,25,848,19,873,26
04003,438,14,440,12,450,15
04005,591,9,603,9,601,11
04007,95,-1,98,0,95,-1
04009,40,0,41,0,41,0
04011,0,0,0,0,0,0
04012,0,0,0,0,0,0
04013,13482,518,12813,338,13852,587
04015,591,21,570,15,606,23
04017,228,-3,238,-1,231,-3
04019,3759,129,3587,84,3867,151
04021,809,5,840,7,823,8
04023,61,2,65,2,65,3
04025,674,16,666,14,693,19
04027,275,7,272,4,276,5
05001,21,0,21,0,21,0
05003,1,0,2,0,2,1
05005,63,0,68,1,64,0
05007,333,1,320,0,332,2
05009,107,2,99,1,108,3
05011,0,0,0,0,0,0
05013,0,0,0,0,0,0
05015,34,1,31,0,32,1
05017,11,1,11,1,14,1
05019,23,0,25,0,28,1
05021,0,0,0,0,0,0
05023,21,0,22,0,21,0
05025,0,0,0,0,0,0
05027,57,1,58,0,57,1
05029,26,1,24,0,28,1
05031,508,20,469,10,519,19
05033,81,-4,80,-4,86,-3
05035,46,-1,47,0,54,0
05037,38,3,34,1,40,3
05039,0,0,0,0,0,0
05041,0,0,0,0,0,0
05043,3,1,1,0,3,1
05045,216,2,208,1,215,2
05047,18,0,21,0,20,0
05049,5,1,3,0,5,1
05051,166,2,167,1,169,3
05053,0,0,0,0,0,0
05055,127,2,119,1,124,3
05057,2,-1,3,-1,3,-1
05059,25,-1,26,-1,24,-1
05061,18,0,19,0,19,0
05063,56,1,58,1,57,1
05065,21,0,21,0,21,0
05067,1,-1,1,-1,1,-1
05069,62,1,64,0,63,1
05071,9,1,7,1,10,1
05073,0,0,0,0,0,0
05075,60,2,52,1,62,3
05077,4,1,1,1,4,1
05079,0,0,0,0,0,0
05081,45,1,44,1,45,2
05083,11,0,13,0,6,0
05085,147,2,149,2,148,2
05087,32,1,33,1,32,1
05089,35,1,35,1,37,1
05091,21,0,21,0,21,0
05093,136,2,136,1,130,1
05095,0,0,0,0,0,0
05097,0,0,0,0,0,0
05099,0,0,0,0,0,0
05101,0,0,0,0,0,0
05103,72,1,71,1,71,1
05105,0,0,0,0,0,0
05107,21,0,22,0,21,0
05109,3,1,4,1,6,1
05111,0,0,0,0,0,0
05113,16,1,17,1,16,1
05115,63,0,63,0,67,1
05117,0,0,0,0,0,0
05119,755,6,745,3,771,11
05121,10,0,11,1,12,0
05123,21,0,21,0,21,0
05125,251,4,244,3,256,6
05127,0,0,0,0,0,0
05129,0,0,0,0,0,0
05131,201,1,196,0,203,1
05133,0,0,0,0,0,0
05135,7,0,10,-1,7,-1
05137,19,-1,18,0,20,0
05139,70,-2,68,-2,69,-2
05141,15,0,14,0,17,0
05143,430,8,427,4,441,8
05145,229,4,220,2,236,5
05147,0,0,0,0,0,0
05149,18,1,18,1,20,2
06001,2762,13,2756,7,2825,18
06003,0,0,0,0,0,0
06005,3,0,4,0,2,0
06007,197,1,202,1,203,2
06009,51,2,46,0,52,1
06011,11,1,9,1,11,1
06013,2236,8,2245,5,2275,18
06015,0,0,0,0,0,0
06017,223,5,220,2,231,5
06019,1336,9,1331,7,1370,12
06021,21,0,21,0,20,0
06023,1635,99,1493,65,1693,111
06025,247,-6,267,-4,258,-6
06027,0,0,0,0,0,0
06029,1294,-23,1323,-18,1284,-21
06031,228,1,237,1,229,0
06033,63,0,64,0,63,0
06035,0,0,0,0,0,0
06037,24168,268,24671,291,24608,329
06039,97,-2,102,-1,99,-2
06041,387,-4,392,-1,389,-1
06043,20,1,20,1,19,1
06045,80,0,82,0,85,-1
06047,585,17,580,11,600,17
06049,0,0,0,0,0,0
06051,0,0,0,0,0,0
06053,485,14,475,8,493,14
