fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,99,5,88,3,99,5
01003,992,50,896,27,1010,54
01005,70,6,50,3,74,8
01007,24,1,26,1,26,1
01009,146,9,130,5,152,8
01011,0,0,0,0,0,0
01013,0,0,0,0,0,0
01015,332,18,300,11,350,24
01017,27,0,22,-1,26,0
01019,3,1,1,0,1,1
01021,10,1,9,0,9,1
01023,0,0,0,0,0,0
01025,0,0,0,0,0,0
01027,1,-1,1,-1,1,-1
01029,0,0,0,0,0,0
01031,175,8,164,5,172,7
01033,146,6,136,4,149,6
01035,0,0,0,0,0,0
01037,3,1,2,1,4,1
01039,3,-1,3,-1,5,-1
01041,0,0,0,0,0,0
01043,174,7,168,5,184,8
01045,124,4,118,4,132,6
01047,14,1,16,1,16,1
01049,56,1,53,1,55,2
01051,253,17,211,8,255,21
01053,8,-1,8,-1,9,-1
01055,84,5,80,3,88,5
01057,0,0,0,0,0,0
01059,20,1,20,1,22,2
01061,4,-1,4,-1,4,-1
01063,0,0,0,0,0,0
01065,2,1,3,0,3,1
01067,0,0,0,0,0,0
01069,302,11,287,7,312,12
01071,66,4,61,3,66,5
01073,4575,262,4151,154,4703,311
01075,0,0,0,0,0,0
01077,193,9,178,5,195,9
01079,31,1,35,1,32,1
01081,663,48,558,23,685,53
01083,653,35,592,19,669,37
01085,0,0,0,0,0,0
01087,120,8,104,5,122,11
01089,2304,100,2148,61,2328,107
01091,0,0,0,0,0,0
01093,75,4,73,3,77,4
01095,163,6,154,3,168,6
01097,1164,82,1004,39,1228,90
01099,0,0,0,0,0,0
01101,869,37,822,25,887,43
01103,305,11,287,7,306,12
01105,0,0,0,0,0,0
01107,0,0,0,0,0,0
01109,0,0,0,0,0,0
01111,0,0,0,0,0,0
01113,59,3,52,1,64,4
01115,296,18,253,8,314,21
01117,1118,52,1037,30,1151,54
01119,21,2,17,1,22,2
01121,13,1,11,1,8,1
01123,0,0,0,0,0,0
01125,656,27,611,17,659,29
01127,62,3,54,1,59,2
01129,0,0,0,0,0,0
01131,0,0,0,0,0,0
01133,0,0,0,0,0,0
02013,0,0,0,0,0,0
02016,0,0,0,0,0,0
02020,2192,15,2230,19,2217,26
02050,130,-3,130,-3,126,-3
02060,0,0,0,0,0,0
02068,0,0,0,0,0,0
02070,0,0,0,0,0,0
02090,614,17,596,12,617,18
02100,0,0,0,0,0,0
02105,0,0,0,0,0,0
02110,897,6,935,12,911,10
02122,287,2,284,1,290,3
02130,144,-3,155,-1,150,-2
02150,21,0,21,0,21,0
02158,0,0,1,1,1,0
02164,0,0,0,0,0,0
02170,552,8,549,4,566,7
02180,4,-1,4,-1,4,-1
02185,15,0,19,0,20,0
02188,45,-3,47,-3,44,-3
02195,0,0,0,0,0,0
02198,0,0,0,0,0,0
02220,134,-3,143,-2,136,-3
02230,0,0,0,0,0,0
02240,0,0,0,0,0,0
02261,0,0,0,0,0,0
02275,0,0,0,0,0,0
02282,0,0,0,0,0,0
02290,0,0,0,0,0,0
04001,221,13,197,8,230,14
04003,255,7,255,5,255,7
04005,672,15,653,9,690,16
04007,161,2,158,1,158,2
04009,161,6,151,3,167,7
04011,18,2,15,1,19,2
04012,32,1,33,1,31,1
04013,23675,1075,21844,610,24156,1215
04015,820,46,737,26,846,46
04017,267,0,273,1,272,2
04019,12343,1176,9493,506,12711,1270
04021,3094,257,2557,137,3162,276
04023,111,8,96,5,115,10
04025,1099,62,992,35,1133,66
04027,163,8,148,2,167,9
05001,17,1,15,1,16,1
05003,0,0,0,0,0,0
05005,91,2,86,2,90,3
05007,794,31,728,16,803,37
05009,57,3,51,2,55,4
05011,0,0,0,0,0,0
05013,0,0,0,0,0,0
05015,25,1,21,0,25,2
05017,0,0,0,0,0,0
05019,80,1,76,1,81,2
05021,21,0,21,0,21,0
05023,7,1,3,0,3,1
05025,0,0,0,0,0,0
05027,15,1,14,1,14,1
05029,9,0,6,0,10,0
05031,384,28,320,11,401,31
05033,92,6,81,2,93,5
05035,142,9,126,5,143,10
05037,9,1,8,1,11,2
05039,0,0,0,0,0,0
