fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,40,-3,41,-3,41,-3
01003,181,-5,182,-4,180,-3
01005,18,0,17,0,18,0
01007,17,0,19,0,15,0
01009,337,10,339,9,343,11
01011,0,0,0,0,0,0
01013,2,-1,2,-1,2,-1
01015,342,-48,342,-48,342,-48
01017,14,-1,16,0,17,0
01019,9,-1,7,-1,8,-1
01021,65,0,64,0,62,0
01023,0,0,0,0,0,0
01025,0,0,1,0,0,0
01027,0,0,0,0,0,0
01029,0,0,0,0,0,0
01031,29,-1,30,-1,31,-1
01033,70,-1,72,0,73,0
01035,0,0,0,0,0,0
01037,0,0,0,0,0,0
01039,30,-5,31,-5,29,-5
01041,0,0,0,0,0,0
01043,63,-9,64,-9,63,-9
01045,80,-3,78,-3,82,-3
01047,46,1,44,0,47,0
01049,87,1,88,0,91,1
01051,101,-1,104,-1,103,0
01053,5,-1,5,-1,5,-1
01055,612,15,608,13,621,16
01057,27,-1,27,-1,27,-1
01059,71,-1,73,-1,70,-1
01061,192,9,186,7,193,9
01063,0,0,0,0,0,0
01065,0,0,0,0,0,0
01067,73,0,79,1,75,0
01069,169,0,175,1,176,1
01071,71,-2,74,-2,75,-2
01073,880,-13,894,-11,884,-11
01075,4,-1,7,-1,4,-1
01077,138,0,143,-1,137,0
01079,22,0,22,0,21,0
01081,111,-1,106,-2,106,0
01083,90,-2,90,-3,89,-3
01085,0,0,0,0,0,0
01087,0,0,0,0,0,0
01089,411,-25,417,-22,407,-25
01091,0,0,0,0,0,0
01093,65,-1,65,-1,64,-1
01095,105,0,106,1,104,1
01097,393,0,391,0,394,0
01099,1,-1,1,-1,1,-1
01101,264,-8,273,-7,267,-8
01103,197,-5,205,-5,195,-6
01105,6,1,9,1,5,0
01107,2,-1,2,-1,2,-1
01109,21,0,21,0,21,0
01111,35,1,34,2,34,1
01113,25,-1,26,-1,25,-1
01115,176,1,171,1,178,4
01117,3503,181,3311,128,3639,202
01119,19,0,20,0,19,0
01121,30,-2,28,-2,31,-2
01123,0,0,0,0,0,0
01125,203,-6,211,-4,208,-5
01127,74,-3,75,-3,70,-3
01129,0,0,0,0,0,0
01131,0,0,0,0,0,0
01133,95,-7,93,-7,93,-7
02013,0,0,0,0,0,0
02016,0,0,0,0,0,0
02020,405,-9,422,-6,418,-7
02050,30,-1,31,-1,31,-1
02060,0,0,0,0,0,0
02068,0,0,0,0,0,0
02070,0,0,0,0,0,0
02090,170,-2,178,-1,175,-3
02100,0,0,0,0,0,0
02105,0,0,0,0,0,0
02110,110,-2,115,-1,111,-1
02122,82,-4,91,-3,84,-4
02130,0,0,0,0,0,0
02150,19,-1,21,0,18,0
02158,15,-1,20,0,17,-1
02164,0,0,0,0,0,0
02170,148,-4,151,-3,148,-4
02180,22,-2,26,-1,25,-1
02185,26,-1,26,-1,27,-1
02188,48,0,52,0,48,0
02195,0,0,0,0,0,0
02198,0,0,0,0,0,0
02220,11,-1,13,0,9,-1
02230,0,0,0,0,0,0
02240,0,0,0,0,0,0
02261,0,0,0,0,0,0
02275,0,0,0,0,0,0
02282,0,0,0,0,0,0
02290,0,0,0,0,0,0
04001,298,0,298,-1,299,-1
04003,96,-5,99,-4,99,-4
04005,343,-2,356,1,340,-1
04007,80,-2,87,-2,81,-2
04009,24,0,30,1,26,0
04011,0,0,0,0,0,0
04012,0,0,0,0,0,0
04013,3845,-64,3995,-37,3891,-64
04015,449,17,430,12,466,22
04017,192,-7,203,-4,187,-7
04019,2006,-17,2060,-12,2014,-16
04021,463,-23,495,-18,462,-23
04023,40,0,41,0,38,0
04025,434,-2,441,0,446,0
04027,182,-1,192,0,187,0
05001,43,-2,46,-1,43,-2
05003,29,-2,30,-2,30,-2
05005,62,-3,66,-3,64,-3
05007,414,-6,435,-5,430,-4
05009,70,0,73,-1,72,-1
05011,0,0,0,0,0,0
05013,0,0,0,0,0,0
05015,64,0,63,0,66,0
05017,21,0,22,1,21,0
05019,6,-1,6,-1,7,-1
05021,10,-1,11,-1,9,-1
05023,52,-1,53,-1,51,-1
05025,9,0,9,0,10,-1
05027,25,-3,25,-3,25,-3
05029,25,-1,25,-1,24,-1
05031,389,3,382,0,392,3
05033,145,0,148,1,145,-1
05035,69,-1,72,-1,73,-1
05037,24,-1,24,-1,25,-1
05039,0,0,0,0,0,0
05041,8,-1,8,0,7,-1
05043,21,0,22,0,21,0
05045,202,-9,211,-8,209,-8
05047,22,0,22,0,22,0
05049,0,0,0,0,0,0
05051,101,-4,102,-4,98,-5
05053,1,-1,1,-1,1,-1
05055,116,-1,119,-1,116,-1
05057,40,0,40,0,40,0
05059,61,-3,62,-3,61,-2
05061,27,-1,31,-1,30,-1
05063,75,-2,79,-1,77,-2
05065,30,-1,30,-1,29,-1
05067,47,-2,48,-3,46,-2
05069,179,-6,184,-6,183,-6
05071,49,0,47,1,49,1
05073,0,0,0,0,0,0
05075,46,1,42,1,48,1
05077,4,-1,3,-1,3,-1
05079,10,0,8,0,10,-1
05081,20,-1,20,0,20,0
05083,17,-2,17,-2,14,-2
05085,119,-6,122,-5,119,-6
05087,7,-1,7,-1,7,-1
05089,21,-1,23,-1,23,-1
05091,50,-2,50,-3,53,-2
05093,63,-3,66,-3,65,-3
05095,0,0,0,0,1,0
05097,0,0,0,0,0,0
05099,21,0,22,0,22,0
05101,20,0,20,0,21,0
05103,32,-2,31,-2,31,-2
05105,0,0,0,0,0,0
05107,15,0,18,-1,13,-1
05109,0,0,0,0,0,0
05111,0,0,0,0,0,0
05113,0,0,0,0,0,0
05115,58,-2,60,-2,59,-1
05117,21,0,21,0,21,0
05119,742,-20,776,-16,755,-19
05121,26,-2,30,-2,25,-3
05123,38,-2,46,-2,43,-2
05125,209,-6,212,-6,213,-5
05127,21,0,21,0,21,0
05129,0,0,0,0,0,0
05131,232,-6,241,-5,231,-5
05133,23,-1,26,-1,26,-1
05135,9,-1,10,-1,11,-1
05137,50,1,54,0,55,1
05139,45,-4,47,-3,48,-4
05141,97,3,92,2,99,4
05143,313,-12,319,-9,325,-9
05145,134,-6,140,-5,135,-5
05147,0,0,0,0,0,0
05149,24,-1,25,-1,24,-1
06001,4955,61,5080,62,5068,73
06003,0,0,0,0,0,0
06005,45,-3,49,-2,45,-2
06007,318,-1,328,0,321,1
06009,83,2,84,2,86,2
06011,37,2,35,1,38,2
06013,5017,93,5033,86,5111,115
06015,31,-1,33,0,33,-1
06017,340,3,352,4,355,5
06019,2728,46,2768,48,2765,49
06021,14,0,15,0,17,0
06023,414,5,424,6,421,7
06025,413,-4,438,-2,420,-4
06027,7,-1,11,0,6,-1
06029,5568,8,5711,20,5666,16
06031,272,-5,285,-2,273,-5
06033,107,0,114,1,109,1
06035,10,-1,15,0,14,-1
06037,20083,-340,20906,-218,20405,-282
06039,111,-5,114,-4,114,-4
06041,873,17,883,19,897,22
06043,0,0,0,0,0,0
06045,137,-1,145,0,137,-1
06047,688,6,691,8,693,7
06049,0,0,0,0,0,0
06051,0,0,0,0,0,0
