fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,30,-1,30,-1,29,-1
01003,355,9,352,9,359,11
01005,2,-1,2,-1,2,-1
01007,0,0,0,0,0,0
01009,25,-3,26,-2,25,-3
01011,0,0,0,0,0,0
01013,0,0,0,0,0,0
01015,202,-20,210,-20,205,-21
01017,0,0,0,0,0,0
01019,0,0,0,0,0,0
01021,345,0,351,0,358,3
01023,0,0,0,0,0,0
01025,5,-1,5,-1,5,-1
01027,0,0,0,0,0,0
01029,0,0,0,0,0,0
01031,0,0,0,0,0,0
01033,52,-2,54,-2,52,-2
01035,0,0,0,0,0,0
01037,19,0,20,0,20,1
01039,17,1,18,1,14,1
01041,0,0,0,0,0,0
01043,17,-3,17,-3,17,-3
01045,6,0,8,-1,9,-1
01047,4,-1,5,-1,5,-1
01049,78,-5,78,-5,79,-5
01051,12,0,11,-1,10,-1
01053,0,0,0,0,0,0
01055,29,-1,28,-1,28,-1
01057,15,-3,15,-3,15,-3
01059,7,-1,7,-1,8,-1
01061,15,0,13,0,17,0
01063,0,0,0,0,0,0
01065,0,0,0,0,0,0
01067,0,0,0,0,0,0
01069,23,-3,25,-3,23,-3
01071,19,-3,20,-3,23,-3
01073,367,-52,366,-52,366,-52
01075,14,-2,14,-2,13,-2
01077,28,-2,28,-2,29,-2
01079,9,-1,9,-1,9,-1
01081,32,0,31,0,37,1
01083,102,-2,109,-1,103,-2
01085,0,0,0,0,0,0
01087,0,0,0,0,0,0
01089,302,-13,320,-10,309,-11
01091,0,0,0,0,0,0
01093,39,-4,40,-4,40,-4
01095,393,20,361,11,409,22
01097,99,-13,99,-13,99,-13
01099,0,0,0,0,0,0
01101,83,-6,81,-6,81,-6
01103,35,-2,33,-2,33,-2
01105,0,0,0,0,0,0
01107,21,-3,21,-3,22,-3
01109,0,0,0,0,0,0
01111,0,0,0,0,0,0
01113,0,0,0,0,0,0
01115,52,-7,51,-7,52,-7
01117,324,-35,320,-36,323,-35
01119,0,0,0,0,0,0
01121,9,-1,10,-1,9,-1
01123,0,0,0,0,0,0
01125,328,-26,344,-24,331,-25
01127,8,-1,8,-1,8,-1
01129,1,-1,1,-1,2,-1
01131,0,0,0,0,0,0
01133,1,-1,1,-1,1,-1
02013,0,0,0,0,0,0
02016,0,0,0,0,0,0
02020,1463,18,1448,16,1460,19
02050,289,-27,288,-26,293,-26
02060,0,0,0,0,0,0
02068,0,0,0,0,0,0
02070,56,0,58,1,55,0
02090,96,-7,99,-6,96,-6
02100,1,-1,1,-1,1,-1
02105,0,0,0,0,0,0
02110,185,-2,189,-1,189,-1
02122,446,1,462,2,464,3
02130,81,-2,83,-2,81,-2
02150,31,-2,33,-2,31,-2
02158,97,-10,98,-9,97,-10
02164,0,0,0,0,0,0
02170,305,1,302,-1,301,1
02180,157,-8,170,-6,155,-9
02185,32,-1,31,0,33,-1
02188,98,-4,105,-4,100,-5
02195,0,0,0,0,0,0
02198,20,-1,21,0,20,0
02220,35,-2,36,-2,36,-2
02230,0,0,0,0,0,0
02240,0,0,0,0,0,0
02261,0,0,0,0,0,0
02275,0,0,0,0,0,0
02282,0,0,0,0,0,0
02290,10,-1,10,-1,10,-1
04001,363,7,359,5,373,8
04003,173,0,180,1,175,0
04005,154,-4,162,-3,159,-3
04007,93,2,95,3,97,2
04009,40,1,39,0,41,0
04011,0,0,0,0,0,0
04012,21,0,21,0,21,0
04013,11449,145,11300,66,11491,157
04015,334,3,327,1,331,2
04017,353,1,363,4,352,2
04019,4069,180,3857,115,4186,199
04021,793,2,807,9,793,2
04023,0,0,0,0,0,0
04025,279,12,265,7,284,15
04027,306,4,299,3,307,4
05001,6,-1,7,-1,8,-1
05003,0,0,0,0,0,0
05005,434,18,421,13,445,20
05007,698,14,697,12,709,18
05009,93,0,87,-1,96,0
05011,0,0,0,0,0,0
05013,0,0,0,0,0,0
05015,202,8,185,5,209,10
05017,14,2,12,1,15,1
05019,55,-2,58,-2,57,-2
05021,19,1,20,1,19,1
05023,13,-1,12,-1,11,-1
05025,0,0,0,0,0,0
05027,95,1,95,1,100,2
05029,26,0,25,0,29,1
05031,833,15,835,10,849,17
05033,96,2,95,2,94,2
05035,81,-7,84,-6,84,-6
05037,26,-3,28,-2,28,-2
05039,0,0,0,0,0,0
05041,0,0,0,0,0,0
05043,20,0,20,0,20,0
05045,202,-2,207,-2,200,-2
05047,25,1,23,0,26,1
05049,34,1,36,1,40,2
05051,584,-5,579,-8,603,-3
05053,79,1,80,1,81,2
05055,143,0,144,0,143,0
05057,78,2,78,1,85,3
05059,120,-2,126,-2,122,-2
05061,20,0,20,0,21,0
05063,21,0,21,0,21,0
05065,0,0,0,0,0,0
05067,138,3,140,2,142,3
