fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,67,1,68,0,73,1
01003,244,4,241,2,245,4
01005,19,0,20,0,19,0
01007,15,0,16,-1,16,-1
01009,135,-14,135,-14,135,-14
01011,0,0,0,0,0,0
01013,0,0,0,0,0,0
01015,31,-5,32,-5,31,-5
01017,1,0,2,0,1,0
01019,15,0,15,1,16,1
01021,23,-1,22,-1,24,-1
01023,0,0,0,0,0,0
01025,0,0,0,0,0,0
01027,7,1,7,1,9,1
01029,0,0,0,0,0,0
01031,44,0,47,0,47,0
01033,133,1,139,1,137,1
01035,0,0,0,0,0,0
01037,0,0,0,0,0,0
01039,4,-1,3,-1,4,-1
01041,0,0,0,0,0,0
01043,87,0,87,0,86,1
01045,24,-1,26,-1,27,-1
01047,23,0,26,1,26,0
01049,90,1,89,1,91,1
01051,142,2,143,1,152,3
01053,0,0,0,0,0,0
01055,339,-6,330,-7,335,-6
01057,21,0,21,0,21,0
01059,22,-1,23,-1,22,-1
01061,17,-2,18,-2,15,-2
01063,0,0,0,0,0,0
01065,1,0,3,0,1,0
01067,13,-2,13,-2,13,-2
01069,95,-3,91,-2,95,-3
01071,126,1,132,2,132,2
01073,1465,25,1467,20,1477,26
01075,23,0,24,0,22,0
01077,139,1,147,0,146,1
01079,38,0,40,0,40,0
01081,191,6,181,3,200,8
01083,140,-1,144,0,143,0
01085,0,0,0,0,0,0
01087,0,0,0,0,0,0
01089,808,5,817,5,822,11
01091,0,0,0,0,0,0
01093,42,0,42,0,43,0
01095,103,3,103,1,107,3
01097,394,5,388,3,404,8
01099,0,0,0,0,0,0
01101,268,-3,281,-1,274,-2
01103,358,-4,361,-4,362,-3
01105,0,0,0,0,0,0
01107,27,0,26,0,24,0
01109,1,0,1,0,2,0
01111,60,2,63,2,63,1
01113,35,2,35,1,35,1
01115,276,11,263,7,281,12
01117,112,-15,112,-15,113,-15
01119,0,0,0,0,0,0
01121,4,-1,4,-1,3,-1
01123,0,0,0,0,0,0
01125,327,1,329,0,334,2
01127,100,0,104,0,96,-1
01129,0,0,0,0,0,0
01131,0,0,0,0,0,0
01133,20,-1,22,-1,20,-1
02013,0,0,0,0,0,0
02016,0,0,0,0,0,0
02020,291,-4,304,-4,295,-3
02050,36,-2,41,-2,37,-2
02060,0,0,0,0,0,0
02068,0,0,0,0,0,0
02070,0,0,0,0,0,0
02090,144,-3,149,-1,146,-2
02100,0,0,0,0,0,0
02105,0,0,0,0,0,0
02110,31,-2,32,-2,31,-2
02122,49,-1,47,-1,47,-1
02130,0,0,0,0,0,0
02150,1,-1,1,-1,1,-1
02158,31,-1,31,-1,31,-1
02164,0,0,0,0,0,0
02170,171,-3,173,-2,173,-2
02180,22,0,22,0,23,0
02185,2,-1,2,-1,2,-1
02188,58,-4,61,-3,59,-3
02195,0,0,0,0,0,0
02198,0,0,0,0,0,0
02220,0,0,0,0,0,0
02230,0,0,0,0,0,0
02240,0,0,0,0,0,0
02261,0,0,0,0,0,0
02275,0,0,0,0,0,0
02282,0,0,0,0,0,0
02290,0,0,0,0,0,0
04001,428,5,431,6,435,6
04003,130,-2,138,-1,135,-1
04005,317,-3,327,1,321,-2
04007,88,-2,92,-1,89,-2
04009,36,0,37,0,38,0
04011,5,1,3,1,3,1
04012,0,0,0,0,0,0
04013,8347,243,8264,193,8599,292
04015,308,6,299,3,309,7
04017,162,-6,178,-4,165,-6
04019,2021,5,2065,9,2071,4
04021,434,-13,465,-8,437,-11
04023,3,-1,3,-1,3,-1
04025,444,2,457,2,450,3
04027,222,3,224,2,223,3
05001,17,-1,18,-1,19,-1
05003,1,-1,1,-1,1,-1
05005,26,-1,27,-1,27,-1
05007,350,1,349,-3,359,1
05009,69,1,72,1,74,2
