0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0503,1.0503,1.0503,1.0503,1.0503,1.0503
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14851,0.14851,0.14851,0.14851,0.14851,0.14851
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6661,1.6661,1.6661,1.6661,1.6661,1.6661
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4641,1.4641,1.4641,1.4641,1.4641,1.4641
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4324,1.4324,1.4324,1.4324,1.4324,1.4324
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0979,1.0979,1.0979,1.0979,1.0979,1.0979
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98933,0.98933,0.98933,0.98933,0.98933,0.98933
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46576,0.46576,0.46576,0.46576,0.46576,0.46576
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1606,1.1606,1.1606,1.1606,1.1606,1.1606
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.386,1.386,1.386,1.386,1.386,1.386
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4706,1.4706,1.4706,1.4706,1.4706,1.4706
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97755,0.97755,0.97755,0.97755,0.97755,0.97755
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4629,1.4629,1.4629,1.4629,1.4629,1.4629
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0804,1.0804,1.0804,1.0804,1.0804,1.0804
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1258,1.1258,1.1258,1.1258,1.1258,1.1258
