ID,Name,FIPS,STATE,Re_median,Re_2.5pct,Re_97.5pct,totalcases
1,Autauga County AL,01001,01,0.96,0.76,1.23,18093.1428571429
2,Baldwin County AL,01003,01,0.95,0.84,1.23,64294.7142857143
3,Barbour County AL,01005,01,0.94,0.85,1.07,6488.80952380953
4,Bibb County AL,01007,01,0.85,0.72,0.96,7266.14285714286
5,Blount County AL,01009,01,1.1,0.9,1.32,16454.6326530612
6,Bullock County AL,01011,01,0.74,0.61,0.88,2776.28571428572
7,Butler County AL,01013,01,0.83,0.7,0.94,5818.42857142857
8,Calhoun County AL,01015,01,1.33,1.02,1.71,35577.9115646258
9,Chambers County AL,01017,01,0.84,0.7,0.96,9880.55102040815
10,Cherokee County AL,01019,01,0.88,0.74,1.02,5834.28571428571
11,Chilton County AL,01021,01,1.13,0.9,1.4,12212.8571428571
12,Choctaw County AL,01023,01,0.95,0.8,1.15,2249.42857142858
13,Clarke County AL,01025,01,0.82,0.72,0.94,8111.20408163264
14,Clay County AL,01027,01,0.93,0.76,1.19,4709.5
15,Cleburne County AL,01029,01,0.96,0.73,1.16,3871.42857142858
16,Coffee County AL,01031,01,0.81,0.67,1.04,15520.2857142857
17,Colbert County AL,01033,01,0.97,0.83,1.15,18884.8163265306
18,Conecuh County AL,01035,01,0.77,0.65,0.94,3338.14285714286
19,Coosa County AL,01037,01,1.36,1.07,1.71,3435.09523809524
20,Covington County AL,01039,01,1.01,0.81,1.19,10550.4285714286
21,Crenshaw County AL,01041,01,0.78,0.63,0.9,4314.95238095238
22,Cullman County AL,01043,01,1.03,0.85,1.21,27968.4285714286
23,Dale County AL,01045,01,0.9,0.74,1.1,14674.380952381
24,Dallas County AL,01047,01,0.89,0.69,1.06,10031.3333333333
25,DeKalb County AL,01049,01,1.07,0.83,1.29,20637.75
26,Elmore County AL,01051,01,0.96,0.77,1.21,27201
27,Escambia County AL,01053,01,0.83,0.7,0.96,11490.6292517007
28,Etowah County AL,01055,01,1.06,0.92,1.28,31616.9795918367
29,Fayette County AL,01057,01,1.06,0.87,1.25,5416.76190476191
30,Franklin County AL,01059,01,0.91,0.8,1.05,10754.1190476191
31,Geneva County AL,01061,01,1.08,0.87,1.29,7090.7380952381
32,Greene County AL,01063,01,0.61,0.45,0.78,2137.28571428571
33,Hale County AL,01065,01,0.88,0.75,0.97,5398.85714285713
34,Henry County AL,01067,01,0.98,0.78,1.24,5131.47619047619
35,Houston County AL,01069,01,0.9,0.74,1.09,28648.7857142857
36,Jackson County AL,01071,01,0.96,0.82,1.09,16568.3469387755
37,Jefferson County AL,01073,01,0.94,0.77,1.17,213019.904761905
38,Lamar County AL,01075,01,0.78,0.68,0.92,4223.23809523809
39,Lauderdale County AL,01077,01,1,0.83,1.25,27356.4727891156
40,Lawrence County AL,01079,01,0.99,0.81,1.19,8413.14285714286
41,Lee County AL,01081,01,1.15,0.97,1.39,42209.962585034
42,Limestone County AL,01083,01,1,0.85,1.2,28548.5238095238
43,Lowndes County AL,01085,01,0.54,0.42,0.69,3036.57142857143
44,Macon County AL,01087,01,0.95,0.78,1.18,4684.28571428571
45,Madison County AL,01089,01,0.98,0.82,1.22,105568.142857143
46,Marengo County AL,01091,01,0.86,0.7,1,5934.71428571429
47,Marion County AL,01093,01,1.06,0.86,1.31,9009.51190476193
48,Marshall County AL,01095,01,1.06,0.84,1.34,30084.1428571429
49,Mobile County AL,01097,01,1.05,0.87,1.28,128457.714285714
50,Monroe County AL,01099,01,1.11,0.94,1.29,6162.39285714285
51,Montgomery County AL,01101,01,0.85,0.71,1.07,65724.5476190476
52,Morgan County AL,01103,01,0.95,0.82,1.14,40746.5714285715
53,Perry County AL,01105,01,0.83,0.66,0.96,2501.28571428572
54,Pickens County AL,01107,01,0.83,0.7,0.96,5821.61904761905
55,Pike County AL,01109,01,0.89,0.76,1.01,8344.14285714286
56,Randolph County AL,01111,01,1.1,0.91,1.3,5713.57142857143
57,Russell County AL,01113,01,1.03,0.83,1.25,11299.7142857143
58,St. Clair County AL,01115,01,1.21,1.02,1.45,28668.5238095238
59,Shelby County AL,01117,01,1.09,0.96,1.27,67847.7142857143
60,Sumter County AL,01119,01,1.12,0.94,1.32,3014.75510204082
61,Talladega County AL,01121,01,0,0,0,25491.7142857143
62,Tallapoosa County AL,01123,01,0,0,0,13323.5714285714
63,Tuscaloosa County AL,01125,01,1.01,0.82,1.21,63509.8095238095
64,Walker County AL,01127,01,1.04,0.89,1.22,21501.2857142857
65,Washington County AL,01129,01,0.78,0.63,0.9,4067.33333333335
66,Wilcox County AL,01131,01,0.63,0.51,0.76,3374.42857142857
67,Winston County AL,01133,01,0.95,0.78,1.15,8448.59523809525
68,Aleutians East Borough AK,02013,02,0.47,0.38,0.53,1203.30952380952
69,Aleutians West Census Area AK,02016,02,0.46,0.4,0.53,1876.78571428572
70,Anchorage Municipality AK,02020,02,0.76,0.61,0.95,117986.642857143
71,Bethel Census Area AK,02050,02,0.75,0.66,0.81,11565.5
73,Denali Borough AK,02068,02,0.32,0.28,0.36,1576.64285714286
74,Dillingham Census Area AK,02070,02,0.65,0.57,0.74,2094.03571428572
75,Fairbanks North Star Borough AK,02090,02,0.81,0.69,0.95,31521.8571428571
76,Haines Borough AK,02100,02,0.69,0.61,0.78,767.57142857143
78,Juneau City and Borough AK,02110,02,0.68,0.57,0.84,11059.3571428571
79,Kenai Peninsula Borough AK,02122,02,0.78,0.64,0.92,21103.7321428571
80,Ketchikan Gateway Borough AK,02130,02,0.63,0.55,0.7,4949.10714285716
81,Kodiak Island Borough AK,02150,02,0.77,0.65,0.86,5566.16666666665
82,Kusilvak Census Area AK,02158,02,0.72,0.61,0.8,4453.14285714285
83,Lake and Peninsula Borough AK,02164,02,0.34,0.25,0.4,1192.73214285714
84,Matanuska-Susitna Borough AK,02170,02,0.84,0.71,1,38665.1428571429
85,Nome Census Area AK,02180,02,0.73,0.61,0.83,6542.125
86,North Slope Borough AK,02185,02,0.7,0.62,0.79,5110.57142857143
87,Northwest Arctic Borough AK,02188,02,0.7,0.62,0.78,5228.50000000001
88,Petersburg Borough AK,02195,02,0.58,0.46,0.69,893.428571428573
89,Prince of Wales-Hyder Census Area AK,02198,02,0.62,0.54,0.69,1715.64285714285
90,Sitka City and Borough AK,02220,02,0.66,0.58,0.77,3209.99999999999
91,Skagway Municipality AK,02230,02,0.34,0.25,0.43,608.392857142857
92,Southeast Fairbanks Census Area AK,02240,02,0.8,0.68,0.89,2289.58928571429
94,Wrangell City and Borough AK,02275,02,0.35,0.27,0.42,765.357142857145
95,Yakutat City and Borough AK,02282,02,0.07,0.04,0.16,851.696428571429
96,Yukon-Koyukuk Census Area AK,02290,02,0.47,0.36,0.54,1614.5
97,Apache County AZ,04001,04,1.03,0.88,1.17,29878.8571428572
98,Cochise County AZ,04003,04,0.67,0.54,0.89,35208.6011904761
99,Coconino County AZ,04005,04,0.81,0.65,1.05,48744.4285714285
